loc,cbo,dit,fanIn,fanOut,lcom,noc,rfc,wmc,numberOfAttributes,numberOfAttributesInherited,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,numberOfVersionsUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bug
116,13,2,5,9,91,0,43,36,1,0,14,13,0,1,1,9,17,1,5,139,27,8.17647,41,8,2.41176,98,27,5.76471,218.71400000000003,66.6906,1
25,3,1,0,3,1,0,13,6,1,0,2,0,1,0,0,2,22,0,3,41,5,1.86364,69,19,3.13636,-28,3,-1.27273,136.571,58.8537,0
75,4,4,0,4,78,0,42,28,1,29,13,183,1,0,0,13,10,0,5,307,131,30.7,16,12,1.6,291,131,29.1,151.143,11.6361,0
55,4,1,0,4,1,0,26,12,0,0,2,9,0,1,0,1,2,0,2,5,5,2.5,5,5,2.5,0,0,0.0,184.857,92.7143,0
20,2,1,0,2,6,0,12,5,3,0,4,0,3,1,0,2,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,9.0,0.285714,1
55,9,1,0,9,15,0,26,20,0,0,6,9,0,0,0,6,25,2,2,81,20,3.24,67,16,2.68,14,5,0.56,139.714,63.5961,0
87,32,2,20,12,78,11,51,22,3,0,13,2,3,1,0,12,20,0,3,148,38,7.4,171,81,8.55,-23,13,-1.15,45.8571,3.92471,0
259,29,5,2,27,171,0,135,49,1,2,19,72,1,4,0,7,40,2,8,535,123,13.375,499,105,12.475,36,65,0.9,227.429,95.6828,0
8,1,9,0,1,1,0,4,2,2,4,2,175,2,0,0,2,2,0,2,9,9,4.5,10,10,5.0,-1,0,-0.5,96.0,59.8571,0
15,2,1,0,2,1,0,10,2,0,0,2,9,0,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0
10,3,2,2,1,3,1,6,3,0,0,3,11,0,0,0,2,2,0,2,2,2,1.0,2,2,1.0,0,0,0.0,183.857,148.0,0
59,10,8,5,8,66,0,31,16,4,69,12,304,4,0,0,11,3,0,2,13,12,4.33333,2,1,0.666667,11,11,3.66667,14.7143,8.92308,0
44,9,2,2,7,36,0,34,15,2,0,9,31,2,0,0,8,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,258.571,0.0,0
98,14,1,2,12,21,0,58,16,1,0,7,9,1,1,0,6,3,0,1,3,1,1.0,3,1,1.0,0,0,0.0,325.857,53.2381,0
77,7,1,3,4,45,0,29,19,7,0,10,12,7,1,0,9,3,0,3,7,5,2.33333,7,5,2.33333,0,0,0.0,23.1429,15.8775,0
42,2,2,1,1,15,0,17,11,2,0,6,18,1,1,0,5,7,0,3,38,15,5.42857,33,11,4.71429,5,8,0.714286,183.857,85.2707,0
27,6,3,2,4,10,0,15,5,1,3,5,33,1,0,0,4,7,0,2,79,39,11.2857,33,20,4.71429,46,39,6.57143,105.857,40.7523,0
795,27,2,7,20,210,4,171,212,6,133,21,46,4,0,2,3,92,0,9,2972,319,32.3043,3264,892,35.4783,-292,168,-3.17391,239.143,49.4217,1
36,2,1,0,2,1,0,10,5,0,0,2,0,0,0,0,2,7,0,2,15,6,2.14286,17,8,2.42857,-2,3,-0.285714,148.571,82.3333,0
629,18,2,3,15,561,1,263,159,2,5,34,10,2,30,0,3,132,0,7,6668,923,50.5151,4784,808,36.2424,1884,433,14.2727,322.714,132.977,1
6,3,2,2,1,1,0,3,2,0,1,2,14,0,0,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,77.4286,5.85714,0
96,4,1,1,3,21,0,22,10,4,0,7,6,4,0,0,3,12,0,3,95,20,7.91667,37,25,3.08333,58,15,4.83333,145.143,36.0857,1
44,6,1,1,5,1,0,13,3,0,0,2,0,0,1,0,1,6,0,2,20,7,3.33333,20,12,3.33333,0,3,0.0,40.7143,12.9,0
39,6,3,1,5,1,0,25,8,2,1,2,16,2,0,0,2,3,0,3,19,18,6.33333,13,11,4.33333,6,7,2.0,122.286,109.218,0
95,11,4,1,10,55,0,56,16,3,0,11,34,3,1,0,6,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.4286,0.0,0
12,4,2,1,3,1,0,7,3,0,0,2,16,0,1,0,1,3,0,1,15,10,5.0,2,2,0.666667,13,8,4.33333,19.8571,10.4286,0
202,107,1,101,9,561,0,99,60,80,0,34,9,7,2,0,26,33,1,3,388,112,11.7576,257,94,7.78788,131,20,3.9697,47.1429,9.16973,0
63,12,2,3,9,10,3,23,11,1,18,5,62,0,0,0,2,12,0,3,36,7,3.0,10,4,0.833333,26,7,2.16667,105.0,69.9286,0
215,9,2,2,7,378,0,84,57,8,2,28,58,7,3,0,19,35,1,9,711,203,20.3143,771,433,22.0286,-60,196,-1.71429,241.857,126.647,1
10,3,1,3,0,3,0,3,3,3,0,3,18,3,0,0,3,2,0,2,4,4,2.0,1,1,0.5,3,3,1.5,46.7143,20.1429,0
2,0,1,0,0,0,0,1,1,6,0,1,0,1,1,5,0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0
4,2,1,0,2,0,0,3,1,0,0,1,8,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
17,2,8,1,1,10,0,8,6,3,429,5,120,0,0,3,5,6,0,2,17,9,2.83333,8,6,1.33333,9,9,1.5,140.143,2.19328,0
44,4,1,3,1,45,1,19,13,2,0,10,8,0,0,0,9,6,0,3,8,4,1.33333,8,4,1.33333,0,0,0.0,245.857,73.4821,0
55,3,1,2,1,6,0,21,12,0,0,4,8,0,1,0,3,4,0,1,3,1,0.75,3,1,0.75,0,0,0.0,168.857,55.3809,0
482,30,5,2,29,406,0,200,92,15,2,29,75,15,18,0,7,13,0,3,545,280,41.9231,538,289,41.3846,7,42,0.538462,99.2857,18.9756,0
672,152,1,114,42,903,0,299,140,1,0,43,9,0,4,0,39,77,2,3,1316,166,17.0909,524,110,6.80519,792,165,10.2857,45.8571,8.13482,1
174,16,2,5,14,276,0,123,64,4,2,24,58,4,0,0,19,4,0,2,122,119,30.5,60,57,15.0,62,62,15.5,29.8571,15.2482,1
52,4,1,1,3,45,0,34,17,1,0,10,17,0,0,1,10,35,0,7,405,155,11.5714,409,155,11.6857,-4,12,-0.11428599999999997,367.0,46.4272,0
7,2,6,0,2,1,0,5,2,0,0,2,20,0,0,0,2,2,1,2,2,2,1.0,2,2,1.0,0,0,0.0,95.5714,58.5714,0
3,4,1,3,1,0,0,2,1,1,0,1,0,1,0,0,1,2,0,2,4,4,2.0,4,4,2.0,0,0,0.0,72.4286,36.2857,0
81,8,2,1,7,21,3,41,19,1,2,7,47,1,0,0,1,7,0,2,162,139,23.1429,163,139,23.2857,-1,139,-0.14285699999999998,58.4286,1.7866,0
221,9,3,2,7,78,0,91,70,7,2,13,45,7,5,0,2,3,0,2,2,2,0.666667,1,1,0.333333,1,1,0.333333,118.714,7.1428600000000015,0
60,4,2,0,4,3,0,21,6,2,0,3,2,2,1,0,2,2,1,1,0,0,0.0,0,0,0.0,0,0,0.0,164.0,0.0,0
3,1,1,1,0,3,3,3,1,0,0,3,0,0,0,0,0,5,0,3,55,26,11.0,3,2,0.6,52,26,10.4,140.0,4.41558,0
9,2,1,2,0,1,0,2,2,4,0,2,8,0,0,4,2,7,0,2,14,7,2.0,29,27,4.14286,-15,4,-2.14286,150.714,12.1531,0
13,3,2,0,3,1,0,8,3,0,2,2,39,0,0,0,2,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,4.14286,0.0,0
213,8,1,1,7,28,0,71,21,2,0,8,10,2,4,0,2,64,1,3,641,113,10.0156,636,226,9.9375,5,48,0.078125,125.0,68.7078,0
441,31,2,1,30,136,0,214,131,4,3,17,13,4,15,0,2,38,0,5,636,112,16.7368,415,83,10.9211,221,59,5.81579,133.571,33.6534,0
188,20,1,0,20,91,0,99,66,13,0,14,6,13,10,0,4,14,0,4,173,63,12.3571,220,110,15.7143,-47,10,-3.35714,151.429,51.9075,1
22,6,3,3,3,10,3,12,7,2,4,5,55,1,0,0,5,13,0,8,61,23,4.69231,41,19,3.15385,20,13,1.53846,335.286,207.827,0
50,4,1,1,3,21,0,29,15,2,0,7,6,2,2,0,5,3,0,2,32,28,10.6667,35,31,11.6667,-3,0,-1.0,104.857,63.4107,0
1115,97,1,53,58,2211,0,470,199,82,0,67,0,68,23,2,43,318,4,3,4748,271,14.9308,4252,339,13.3711,496,174,1.55975,139.571,50.3415,1
11,6,8,4,2,6,0,7,3,1,2,4,219,1,0,0,4,7,0,4,22,10,3.14286,23,12,3.28571,-1,10,-0.14285699999999998,227.429,54.9675,0
56,6,2,0,6,6,0,31,13,0,4,4,20,0,0,0,2,3,0,2,14,13,4.66667,13,12,4.33333,1,1,0.333333,32.7143,2.5102,1
23,4,2,0,4,1,0,15,6,1,1,2,11,1,0,0,2,32,0,2,261,94,8.15625,372,151,11.625,-111,30,-3.46875,148.571,10.1839,0
143,19,1,4,17,66,0,71,31,7,0,12,9,7,2,0,10,16,1,2,56,12,3.5,66,18,4.125,-10,3,-0.625,92.4286,46.7628,0
3,6,1,6,0,0,0,1,1,1,0,1,22,1,0,0,1,25,0,6,119,36,4.76,103,36,4.12,16,8,0.64,325.143,87.6999,0
9,3,2,1,2,6,0,9,3,5,13,4,35,2,0,3,3,4,1,2,80,59,20.0,15,11,3.75,65,48,16.25,49.0,16.5536,0
55,3,1,0,3,21,0,25,9,7,0,7,9,3,1,4,6,2,0,2,4,4,2.0,4,4,2.0,0,0,0.0,184.857,92.7143,0
42,3,1,1,2,36,0,20,10,6,0,9,9,6,0,0,9,7,0,2,98,88,14.0,92,88,13.1429,6,88,0.857143,40.8571,1.9621,1
14,4,2,3,1,3,0,4,4,2,0,3,15,0,0,2,2,9,0,4,11,5,1.22222,10,5,1.11111,1,1,0.111111,224.857,86.3117,0
42,12,4,10,2,28,4,18,13,0,384,8,69,0,0,0,8,37,0,6,315,76,8.51351,362,92,9.78378,-47,11,-1.27027,367.0,60.6934,1
87,5,1,2,3,3,0,23,24,5,0,3,27,0,0,3,2,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,187.286,0.0,0
11,2,1,1,2,1,0,7,3,2,0,2,0,2,0,0,2,5,0,3,16,7,3.2,4,1,0.8,12,6,2.4,44.7143,28.0089,0
213,31,1,18,14,45,0,128,45,9,0,10,0,9,0,0,10,8,0,1,87,45,10.875,58,38,7.25,29,20,3.625,24.7143,8.52052,1
9,2,2,1,1,6,0,5,3,0,0,4,22,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,7.1428600000000015,0.0,0
42,2,1,1,1,21,0,18,8,6,0,7,6,3,0,0,7,2,0,2,20,20,10.0,21,21,10.5,-1,0,-0.5,96.0,61.8571,0
46,5,1,3,2,15,0,18,7,3,0,6,9,3,2,0,4,22,0,3,142,50,6.45455,186,115,8.45454,-44,13,-2.0,133.571,66.2012,0
42,3,1,1,2,6,0,11,10,2,0,4,8,0,1,2,3,21,0,5,215,75,10.2381,213,75,10.1429,2,11,0.095238,367.0,47.4591,0
13,6,2,1,5,1,0,10,3,0,2,2,4,0,0,0,2,6,0,2,92,44,15.3333,8,4,1.33333,84,44,14.0,61.1429,1.98913,0
4,2,2,2,0,1,0,2,1,0,0,2,13,0,0,0,2,2,0,2,3,2,1.5,13,12,6.5,-10,0,-5.0,14.0,4.66667,0
69,6,4,1,5,15,0,23,16,2,1,6,34,2,0,0,2,7,0,3,67,20,9.57143,21,13,3.0,46,19,6.57143,137.143,71.3326,0
74,6,3,2,4,28,2,36,14,9,1,8,16,0,0,0,2,2,0,2,9,8,4.5,10,9,5.0,-1,0,-0.5,20.7143,12.1905,0
36,4,1,3,1,6,0,9,5,3,0,4,0,3,0,0,3,4,0,3,19,10,4.75,13,12,3.25,6,10,1.5,127.286,42.6316,0
15,5,5,4,1,10,0,10,5,1,4,5,64,1,0,0,5,5,0,2,86,41,17.2,4,4,0.8,82,41,16.4,151.0,5.54651,0
40,1,2,0,1,21,0,12,12,3,0,7,25,3,0,0,7,9,0,2,106,76,11.7778,107,77,11.8889,-1,7,-0.111111,110.714,27.686,0
338,15,2,2,13,253,0,150,87,5,9,23,35,5,10,0,2,19,0,3,1266,427,66.6316,411,127,21.6316,855,427,45.0,107.857,24.159,0
53,2,2,0,2,21,3,33,14,2,0,7,10,2,1,0,6,5,0,2,199,93,39.8,19,18,3.8,180,93,36.0,122.429,5.79756,0
456,28,2,10,22,210,1,174,126,3,16,21,91,1,1,0,5,77,1,7,790,125,10.2597,1000,183,12.987,-210,49,-2.72727,239.143,73.3463,1
114,5,1,1,4,21,0,36,13,8,0,7,0,7,2,1,2,8,0,3,462,186,57.75,103,52,12.875,359,186,44.875,92.0,3.4304300000000003,1
78,5,3,1,4,28,0,25,17,5,0,8,17,5,2,0,6,11,0,5,174,68,15.8182,203,81,18.4545,-29,11,-2.63636,246.857,137.312,0
118,8,1,5,7,28,0,35,13,6,0,8,6,6,2,0,3,16,0,4,277,48,17.3125,186,68,11.625,91,24,5.6875,104.857,14.4332,0
134,3,1,1,2,28,0,29,25,4,0,8,9,4,3,0,5,10,1,3,87,23,8.7,89,22,8.9,-2,3,-0.2,164.0,124.591,0
241,38,4,17,23,28,5,105,87,4,396,8,57,0,0,4,8,121,0,10,1517,223,12.5372,1385,237,11.4463,132,39,1.09091,367.0,130.518,0
15,3,3,1,2,3,0,8,4,0,7,3,14,0,0,0,2,4,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,0
3,1,3,1,0,0,0,1,1,0,1,1,28,0,0,0,1,2,0,1,8,8,4.0,8,8,4.0,0,0,0.0,32.7143,1.71429,0
50,11,1,3,9,28,0,32,10,2,0,8,9,2,0,0,8,17,0,2,200,128,11.7647,339,124,19.9412,-139,9,-8.17647,47.5714,6.4271400000000005,0
27,4,1,0,4,10,0,14,5,3,0,5,0,2,0,0,5,7,0,2,43,27,6.14286,33,24,4.71429,10,4,1.42857,88.0,35.0266,0
16,6,2,1,5,1,0,11,5,1,0,2,11,1,0,0,2,2,0,1,2,2,1.0,2,2,1.0,0,0,0.0,23.0,3.14286,0
20,2,1,0,2,21,2,14,8,1,0,7,0,1,0,0,1,7,0,4,35,12,5.0,26,19,3.71429,9,10,1.28571,201.286,89.0939,0
41,6,1,1,5,10,0,19,5,4,0,5,0,4,0,0,1,15,0,5,94,26,6.26667,68,18,4.53333,26,20,1.73333,201.286,73.2188,0
29,1,1,1,0,6,0,11,8,6,0,4,0,3,1,0,1,2,0,1,4,4,2.0,1,1,0.5,3,3,1.5,45.8571,19.2857,0
23,8,3,2,6,1,0,13,4,1,1,2,16,1,0,0,2,7,0,2,7,1,1.0,7,1,1.0,0,0,0.0,302.714,31.3061,0
11,5,1,3,2,1,0,6,2,1,0,2,0,1,0,0,2,2,0,1,5,5,2.5,6,6,3.0,-1,0,-0.5,72.1429,38.0,0
99,8,1,3,5,78,0,34,29,11,0,13,8,0,0,5,12,29,0,4,581,232,20.0345,595,232,20.5172,-14,5,-0.482759,367.0,33.3142,0
136,12,5,1,11,55,0,42,16,3,13,11,80,0,1,0,8,2,0,2,14,14,7.0,29,29,14.5,-15,0,-7.5,72.1429,35.1429,0
22,7,1,5,2,36,3,13,7,1,0,9,19,0,0,0,8,5,0,2,22,16,4.4,23,17,4.6,-1,3,-0.2,92.4286,17.539,0
35,7,3,1,6,21,0,25,12,2,1,7,44,2,0,0,6,3,0,3,7,6,2.33333,8,5,2.66667,-1,1,-0.333333,170.143,60.2449,0
35,4,2,1,3,21,0,15,9,1,2,7,35,1,0,0,7,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,29.8571,0.0,0
3,1,1,1,0,15,1,7,1,0,0,6,9,0,0,0,0,8,0,1,72,19,9.0,24,13,3.0,48,18,6.0,55.1429,15.2698,0
10,2,4,1,1,1,0,3,2,2,421,2,68,0,0,2,2,5,0,2,14,6,2.8,9,5,1.8,5,6,1.0,183.571,67.2551,0
99,3,1,0,3,45,0,34,13,3,0,10,0,0,0,0,5,6,1,2,16,8,2.66667,24,12,4.0,-8,0,-1.33333,164.0,16.3571,0
64,1,2,1,0,136,0,17,16,0,1,17,27,0,0,0,17,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,5.85714,0.0,0
56,1,1,1,0,6,0,5,12,21,0,4,9,1,0,0,4,10,0,1,40,20,4.0,43,20,4.3,-3,1,-0.3,139.714,31.9429,0
206,13,1,2,11,561,0,135,52,13,0,34,9,8,2,0,27,2,1,1,1,1,0.5,1,1,0.5,0,0,0.0,103.714,11.5714,0
461,12,1,4,8,351,0,187,98,39,0,27,6,39,15,0,9,8,0,1,31,14,3.875,18,6,2.25,13,10,1.625,21.0,11.1336,0
866,1,2,0,1,66,0,92,155,13,6,12,35,13,11,0,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,0
123,9,4,1,8,28,0,42,12,5,0,8,32,5,0,0,8,24,0,3,215,27,8.95833,461,279,19.2083,-246,22,-10.25,104.286,20.0897,0
114,2,1,1,1,66,0,56,31,2,0,12,9,2,6,0,6,5,0,2,39,34,7.8,36,29,7.2,3,5,0.6,92.4286,39.9451,0
373,7,1,0,7,15,0,185,139,83,0,6,51,83,1,0,5,15,0,3,495,112,33.0,310,156,20.6667,185,61,12.3333,148.571,75.0346,1
452,44,2,18,29,946,0,219,124,11,0,44,36,9,1,0,41,103,3,3,1411,405,13.699000000000002,972,194,9.43689,439,211,4.2621400000000005,131.571,62.942,1
43,2,1,0,2,1,0,13,2,2,0,2,0,2,0,0,2,6,0,2,30,17,5.0,93,70,15.5,-63,0,-10.5,148.571,14.5524,0
24,3,1,3,0,15,0,13,5,1,0,6,0,1,0,0,5,4,0,2,30,24,7.5,8,6,2.0,22,18,5.5,57.8571,47.6429,0
49,4,2,1,3,55,1,26,11,3,0,11,6,2,0,1,11,13,0,4,35,9,2.69231,54,28,4.15385,-19,7,-1.46154,104.429,46.1959,0
5,1,2,0,1,0,0,2,2,0,0,1,1,0,0,0,0,7,0,2,15,5,2.14286,11,4,1.57143,4,3,0.571429,46.0,9.09524,0
595,34,5,2,32,741,0,273,122,12,2,39,71,12,19,0,13,46,0,8,1922,460,41.7826,1239,292,26.9348,683,304,14.8478,302.286,111.785,0
25,4,1,2,2,6,5,11,6,0,0,4,0,0,0,0,1,3,1,3,22,19,7.33333,6,5,2.0,16,18,5.33333,83.0,7.77273,0
77,8,1,3,5,15,0,13,27,3,0,6,0,2,1,0,5,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,8.28571,0.0,0
26,4,4,1,4,10,0,12,13,1,14,5,59,1,0,0,1,2,0,2,1,1,0.5,1,1,0.5,0,0,0.0,127.0,69.2857,0
3,1,1,0,1,1,0,5,1,0,0,2,9,0,0,0,2,3,0,2,5,4,1.66667,3,2,1.0,2,2,0.666667,55.5714,29.0286,0
115,5,1,2,3,36,0,24,31,5,0,9,16,0,1,4,8,7,0,5,47,20,6.714289999999999,47,15,6.714289999999999,0,8,0.0,231.571,59.6231,0
32,6,1,4,2,21,0,20,10,3,0,7,6,3,0,0,7,10,0,3,170,74,17.0,60,43,6.0,110,74,11.0,154.857,9.96639,0
14,2,1,2,0,6,0,4,4,3,0,4,9,3,0,0,4,6,0,2,12,4,2.0,3,1,0.5,9,4,1.5,46.1429,10.8929,0
60,27,4,18,9,6,0,39,20,0,4,4,16,0,0,0,3,10,0,3,126,64,12.6,111,52,11.1,15,60,1.5,150.429,65.0283,0
6,0,3,0,0,1,0,2,2,1,159,2,30,1,0,0,1,17,0,4,79,32,4.64706,77,32,4.52941,2,5,0.117647,367.0,54.3436,0
25,3,7,1,2,28,0,10,8,0,398,8,107,0,0,0,8,26,0,6,112,54,4.30769,89,54,3.42308,23,7,0.8846149999999999,355.714,79.8367,0
4,0,1,0,0,0,0,1,1,3,0,1,23,1,0,2,1,26,0,6,112,23,4.30769,101,23,3.88462,11,8,0.423077,367.0,111.855,0
63,10,1,4,7,36,0,37,19,4,0,9,9,3,1,0,8,4,0,1,24,20,6.0,7,3,1.75,17,18,4.25,21.5714,3.13095,0
154,8,1,1,7,105,0,55,39,13,0,15,9,13,5,0,5,26,0,9,334,89,12.8462,221,51,8.5,113,54,4.34615,368.143,251.482,1
20,7,1,3,4,10,1,16,6,3,0,5,7,3,1,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,13.0,0.0,1
3,0,1,0,0,0,0,2,1,7,0,1,0,1,0,6,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0
29,2,2,1,1,10,0,6,17,3,0,5,11,3,2,0,3,18,0,7,119,24,6.611110000000001,40,10,2.22222,79,24,4.38889,295.143,92.9208,0
16,4,3,2,2,1,0,4,2,0,1,2,5,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,20.0,0.0,0
258,11,1,5,7,120,0,65,50,28,0,16,8,6,3,19,13,34,0,8,1053,319,30.9706,473,70,13.9118,580,249,17.0588,220.143,26.9399,0
51,9,5,4,6,66,0,27,17,1,30,12,253,1,0,0,12,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.4286,0.0,0
724,22,3,7,15,630,0,210,246,23,8,36,37,23,8,0,28,111,0,9,5118,788,46.1081,5065,788,45.6306,53,279,0.477477,367.0,80.9683,0
602,28,1,10,19,325,0,135,101,1,0,26,9,1,11,0,14,20,0,2,431,102,21.55,399,104,19.95,32,21,1.6,54.0,17.9466,0
12,2,2,0,2,3,0,7,2,0,0,3,12,0,0,0,2,3,0,1,3,2,1.0,5,4,1.66667,-2,0,-0.666667,32.7143,1.71429,0
155,5,1,2,3,3,0,59,52,32,0,3,8,0,1,15,2,36,0,6,670,83,18.6111,337,71,9.36111,333,82,9.25,354.571,80.5139,0
165,18,2,7,11,136,4,81,56,4,18,17,62,0,1,0,2,28,0,7,981,334,35.0357,1039,334,37.1071,-58,12,-2.07143,367.0,59.3,0
788,1,2,0,1,78,0,90,141,11,6,13,35,11,12,0,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,0
21,4,1,1,3,3,0,11,3,2,0,3,0,2,0,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,22.7143,0.0,0
62,10,3,1,9,36,0,54,21,2,1,9,36,1,0,1,9,3,0,3,17,10,5.66667,10,10,3.33333,7,10,2.33333,139.286,49.4454,0
49,14,3,11,3,15,0,13,17,0,16,6,104,0,0,0,6,46,0,10,991,136,21.5435,684,199,14.8696,307,133,6.67391,368.143,189.416,1
28,1,2,1,0,6,0,8,7,1,18,4,62,0,0,0,1,14,0,6,35,10,2.5,15,4,1.07143,20,10,1.42857,300.0,78.1429,0
50,9,1,6,3,55,1,25,20,5,0,11,0,5,1,0,10,18,0,8,90,26,5.0,69,26,3.83333,21,10,1.16667,335.286,119.943,0
126,10,2,1,9,6,0,53,8,4,0,4,6,4,1,0,3,3,0,1,19,15,6.33333,19,15,6.33333,0,0,0.0,13.5714,0.451128,0
50,8,2,1,7,3,0,21,8,1,1,3,2,1,0,0,3,30,0,3,107,11,3.56667,109,21,3.63333,-2,10,-0.06666699999999999,118.714,51.7423,0
9,2,1,1,1,1,0,3,2,2,0,2,9,2,1,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,1
109,10,3,1,9,45,0,50,18,3,0,10,21,3,0,0,10,8,0,4,50,14,6.25,61,20,7.625,-11,9,-1.375,188.429,58.5486,0
89,9,2,0,9,66,0,54,26,5,2,12,41,3,1,2,11,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,29.0,0.0,0
201,9,1,1,8,10,0,79,41,0,0,5,9,0,3,0,2,9,1,1,96,48,10.6667,84,48,9.33333,12,5,1.33333,103.714,3.6994,0
60,12,2,1,11,21,0,30,8,5,0,7,8,5,0,0,7,19,0,7,174,85,9.15789,85,24,4.47368,89,76,4.68421,240.71400000000003,47.1034,0
18,1,1,0,1,6,0,8,4,2,0,4,9,2,0,0,4,3,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,29.8571,6.8,1
15,3,1,1,2,1,0,8,3,1,0,2,0,0,0,1,2,7,0,4,19,6,2.71429,24,10,3.42857,-5,0,-0.714286,203.0,76.8271,0
94,2,1,1,1,36,0,23,36,4,0,9,8,0,1,4,8,32,0,6,637,155,19.9063,629,155,19.6563,8,9,0.25,367.0,74.9404,0
484,19,1,3,16,210,0,166,39,19,0,21,0,19,14,0,7,7,1,3,29,12,4.14286,23,11,3.28571,6,2,0.857143,46.0,15.2167,0
17,10,1,6,5,10,2,13,4,0,0,5,8,0,0,0,5,33,0,7,310,87,9.39394,86,19,2.60606,224,68,6.78788,261.571,129.549,0
15,2,1,2,0,3,0,7,4,2,0,3,23,1,0,0,3,15,0,7,87,39,5.8,70,39,4.66667,17,10,1.13333,329.0,61.9277,0
106,17,1,3,15,91,0,57,25,6,0,14,0,6,1,0,3,3,0,1,79,70,26.3333,6,6,2.0,73,64,24.3333,29.2857,3.4774,0
326,6,1,0,6,55,0,68,16,9,0,11,0,9,0,0,11,15,0,1,87,14,5.8,143,38,9.53333,-56,8,-3.733330000000001,147.857,2.91297,0
50,4,1,0,4,6,0,18,10,4,0,4,0,4,0,0,2,5,0,2,12,7,2.4,7,2,1.4,5,5,1.0,46.0,14.8214,0
53,10,2,2,8,10,0,31,14,1,0,5,11,1,0,0,2,68,0,8,1072,168,15.7647,1514,501,22.2647,-442,100,-6.5,335.286,95.6461,1
4,1,1,0,1,0,0,2,1,0,0,1,10,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0
405,20,1,0,20,105,0,151,72,14,0,15,0,13,9,0,6,69,2,3,776,141,11.2464,397,84,5.75362,379,115,5.49275,133.571,51.8678,1
270,9,2,1,8,78,0,67,61,5,9,13,54,2,0,0,8,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,20.7143,0.0,0
17,2,4,1,1,3,0,7,4,1,61,3,45,0,0,0,1,49,0,7,497,97,10.1429,583,97,11.898,-86,19,-1.7551,367.0,51.8896,1
110,6,3,1,6,120,0,59,27,7,95,16,73,4,0,0,6,45,0,9,583,204,12.9556,349,204,7.755560000000001,234,94,5.2,333.1430000000001,75.7047,0
290,14,2,1,14,465,0,85,86,14,6,31,39,14,1,0,29,108,0,11,1416,164,13.1111,970,164,8.98148,446,83,4.1296300000000015,333.1430000000001,159.011,0
338,24,1,9,17,190,0,171,79,3,0,20,6,3,11,0,9,123,1,7,2765,484,22.4797,2482,641,20.1789,283,484,2.30081,266.714,55.6424,1
79,13,1,4,9,28,0,39,16,4,0,8,0,4,2,0,2,20,0,7,76,20,3.8,91,29,4.55,-15,8,-0.75,335.286,145.662,0
76,4,1,2,2,1,0,8,15,6,0,2,9,0,0,6,2,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,30.8571,0.0,1
43,5,1,1,4,10,0,22,13,1,0,5,6,1,0,0,5,8,0,3,48,12,6.0,37,18,4.625,11,10,1.375,135.0,49.6696,0
28,4,3,1,3,6,0,11,12,1,5,4,14,1,0,0,3,10,1,3,123,52,12.3,16,6,1.6,107,52,10.7,150.571,9.13357,0
6,3,3,3,0,1,4,2,2,1,2,2,36,0,0,1,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,12.2857,0.0,1
